DOB,Sex,AnimalID,BehMom,Sire,Dam
4/11/67,f,DD03191,DD00626,NA,NA
2011-02-08,f,DD03192,DD01154,DD03670,DD01154
11/13/08,f,DD03193,DD11972,DD01362,DD11972
2010-10-08,m,DD03194,DD03433,DD11213,DD03433
2009-10-08,m,DD03195,DD01810,DD05268,DD01810
2001-03-09,m,DD03196,DD03458,DD11819,DD03458
10/13/08,m,DD03197,DD12184,DD00083,DD12184
11/23/08,m,DD03198,DD05261,DD02853,DD05261
10/15/08,m,DD03199,DD01251,DD05296,DD01251
2009-11-08,m,DD03200,DD04658,DD01281,DD04658
9/21/08,f,DD03201,DD05441,DD01252,DD05441
3/10/67,m,DD03202,DD11106,NA,NA
2010-03-08,f,DD03203,DD04862,DD02938,DD04862
9/23/08,m,DD03204,DD03127,DD03090,DD03127
8/26/08,f,DD03205,DD02881,DD01160,DD02881
2010-07-08,m,DD03206,DD02408,DD05296,DD02408
2009-10-08,f,DD03207,DD01134,DD00083,DD01134
2010-09-08,m,DD03208,DD04188,DD01309,DD04188
2011-04-08,f,DD03209,DD03128,DD00726,DD03128
2010-05-08,m,DD03210,DD01383,DD01867,DD01383
9/28/08,f,DD03211,DD00733,DD00221,DD00733
11/13/08,m,DD03212,DD11973,DD00221,DD11973
2/21/67,m,DD03213,DD12188,NA,NA
9/24/09,m,DD03214,DD03736,DD02453,DD03736
10/27/09,m,DD03215,DD03495,DD00770,DD03495
9/22/09,f,DD03216,DD03724,DD00201,NA
10/29/09,m,DD03217,DD03031,DD00201,DD03031
10/31/09,f,DD03218,DD03587,DD03670,DD03587
9/20/09,m,DD03219,DD01684,DD01867,DD01684
2009-05-09,f,DD03220,DD05299,DD01194,DD05299
10/16/09,m,DD03221,DD02986,DD05268,DD02986
10/25/09,f,DD03222,DD04091,DD03670,DD04091
10/26/09,f,DD03223,DD01407,DD04838,DD01407
3/10/67,m,DD03224,DD07122,NA,NA
2009-01-09,m,DD03225,DD03053,DD02358,DD03053
9/24/09,m,DD03226,DD02569,DD01194,DD02569
2011-06-09,m,DD03227,DD02550,DD00617,DD02550
10/16/09,m,DD03228,DD04749,DD05207,DD04749
9/29/09,m,DD03229,DD12258,DD00073,DD12258
2001-10-10,m,DD03230,DD12012,DD00083,DD12012
2011-02-09,f,DD03231,DD01966,DD04867,DD01966
2011-04-09,m,DD03232,DD03542,DD01709,DD03542
2009-05-09,f,DD03233,DD01971,DD05268,DD01971
2009-06-09,f,DD03234,DD01380,DD02358,DD01380
7/1/67,m,DD03235,DD00268,NA,NA
10/26/10,m,DD03236,DD04315,DD01252,DD04315
9/29/10,f,DD03237,DD03458,DD01248,DD03458
2010-08-10,f,DD03238,DD03552,DD04879,DD03552
2009-10-10,f,DD03239,DD00302,DD03026,DD00302
9/30/10,f,DD03240,DD02008,DD01364,DD02008
2010-10-10,m,DD03241,DD02844,DD01248,DD02844
2010-02-10,m,DD03242,DD04330,DD01839,DD04330
2010-04-10,f,DD03243,DD04090,DD01867,DD04090
10/25/10,m,DD03244,DD01333,DD00083,DD01333
2011-04-10,f,DD03245,DD01118,DD04198,DD01118
2/18/66,f,DD03246,DD11914,NA,NA
9/26/10,m,DD03247,DD03459,DD03091,DD03459
9/26/10,m,DD03248,DD03127,DD02505,DD03127
2010-01-10,m,DD03249,DD02545,DD02390,DD02545
9/24/10,m,DD03250,DD04833,DD00583,DD04833
2012-09-10,m,DD03251,DD01996,DD12166,DD01996
10/16/10,f,DD03252,DD01408,DD00789,DD01408
10/28/10,f,DD03253,DD04298,DD00789,DD04298
9/26/10,f,DD03254,DD04614,DD03430,DD04614
9/19/10,f,DD03255,DD02572,DD00583,DD02572
10/22/10,m,DD03256,DD02586,DD01406,DD02586
2009-05-11,m,DD03257,DD02884,DD01869,DD02884
8/31/11,f,DD03258,DD04296,DD01406,DD04296
2010-01-11,f,DD03259,DD04690,DD03436,DD04690
9/14/11,F,DD03260,DD00229,DD01160,DD00229
9/15/11,m,DD03261,DD02271,DD03091,DD02271
2009-01-11,f,DD03262,DD04343,DD03718,DD04343
8/14/11,f,DD03263,DD04875,DD03737,DD04875
8/29/11,f,DD03264,DD03437,DD00789,DD03437
2010-10-11,m,DD03265,DD05261,DD00617,DD05261
2009-06-11,f,DD03266,DD01285,DD01690,DD01285
3/3/67,f,DD03267,DD06715,NA,NA
2009-07-11,f,DD03268,DD04917,DD00083,DD04917
9/24/11,f,DD03269,DD01960,DD00083,DD01960
8/31/11,m,DD03270,DD00317,DD05206,DD03144
9/22/11,f,DD03271,DD02915,DD05413,DD02915
2009-12-11,f,DD03272,DD00026,DD05391,DD00026
9/15/11,m,DD03273,DD03179,DD04001,DD03179
9/20/11,f,DD03274,DD01712,DD05391,DD01712
2010-07-11,f,DD03275,DD02571,DD04107,DD02571
8/24/11,f,DD03276,DD02576,DD02453,DD02576
2008-08-11,m,DD03277,DD01719,DD03647,DD01719
9/21/12,f,DD03278,DD01712,DD03464,DD01712
2009-03-12,m,DD03279,DD02945,DD04107,DD02945
2009-07-12,m,DD03280,DD00026,DD03464,DD00026
8/31/12,m,DD03281,DD02569,DD04879,DD02569
2009-11-12,f,DD03282,DD01386,DD03717,DD01386
2009-01-12,m,DD03283,DD03458,DD03717,DD03458
9/13/12,m,DD03284,DD01803,DD02358,DD01803
2009-10-12,m,DD03285,DD00363,DD03436,DD00363
8/21/12,m,DD03286,DD05458,DD04903,DD05458
9/17/12,f,DD03287,DD03542,DD01252,DD03542
3/10/67,f,DD03288,DD11408,NA,NA
2009-03-12,f,DD03289,DD03128,DD02505,DD03128
2008-08-12,f,DD03290,DD03209,DD02362,DD03209
6/13/12,m,DD03291,DD01996,DD04839,DD01996
10/24/12,m,DD03292,DD04016,DD05451,DD04016
11/26/12,m,DD03293,DD05481,DD02938,DD05481
2009-11-12,f,DD03294,DD03434,DD05392,DD03434
2010-11-12,f,DD03295,DD03144,DD01409,DD03144
9/14/12,f,DD03296,DD00324,DD03647,DD00324
2009-07-12,m,DD03297,DD01408,DD04881,DD01408
2009-06-12,m,DD03298,DD04877,DD02390,DD04877
2/22/67,m,DD03299,DD11922,NA,NA
2008-05-13,m,DD03300,DD02607,DD04912,DD02607
8/17/13,m,DD03301,DD02545,DD00799,DD02545
8/19/13,f,DD03302,DD02586,DD00726,DD02586
2008-12-13,m,DD03303,DD01482,DD01893,DD01482
2009-11-13,m,DD03304,DD02550,DD04304,DD02550
2008-08-13,f,DD03305,DD02968,DD05302,DD02968
8/13/13,f,DD03306,DD00704,DD00617,DD00704
8/13/13,f,DD03307,DD04384,DD04897,DD04384
10/25/13,f,DD03308,DD03764,DD03026,DD03764
7/20/13,m,DD03309,DD03169,DD03722,DD03169
3/17/67,f,DD03310,DD06040,NA,NA
2010-04-13,f,DD03311,DD02558,DD04881,DD02558
9/28/13,m,DD03312,DD00300,DD02390,DD00300
8/29/13,m,DD03313,DD00339,DD04597,DD00339
2011-03-13,f,DD03314,DD05483,DD00617,DD05483
7/24/13,m,DD03315,DD01436,DD01968,DD01436
2008-05-13,m,DD03316,DD00384,DD04838,DD00384
7/21/13,m,DD03317,DD04256,DD03718,DD04256
8/16/13,f,DD03318,DD04651,DD00316,DD04651
8/20/13,m,DD03319,DD01430,DD01869,DD01430
8/24/13,m,DD03320,DD01431,DD05482,DD01431
3/23/67,m,DD03321,DD11253,NA,NA
8/26/14,f,DD03322,DD03790,DD00811,DD03790
8/16/14,m,DD03323,DD01435,DD04198,DD01435
9/22/14,f,DD03324,DD03001,DD05296,DD03001
8/24/14,m,DD03325,DD05266,DD01411,DD05266
8/13/14,m,DD03326,DD01899,DD04348,DD01899
2010-04-14,m,DD03327,DD04190,DD02535,DD04190
8/24/14,m,DD03328,DD03749,DD02055,DD03749
10/15/14,m,DD03329,DD05299,DD05296,DD05299
7/20/14,m,DD03330,DD02021,DD04912,DD02021
8/23/14,m,DD03331,DD04877,DD05302,DD04877
3/3/67,m,DD03332,DD00213,NA,NA
2008-02-14,f,DD03333,DD05458,DD01805,DD05458
2007-11-14,f,DD03334,DD04330,DD00850,DD04330
7/18/14,f,DD03335,DD05494,DD04894,DD05494
8/24/14,f,DD03336,DD05546,DD05502,DD05546
10/14/14,f,DD03337,DD03053,DD00316,DD03053
8/16/14,f,DD03338,DD00405,DD04839,DD00405
8/19/14,f,DD03339,DD01383,DD01409,DD01383
8/14/14,f,DD03340,DD01376,DD01982,DD01376
8/19/14,m,DD03341,DD05420,DD00879,DD05420
8/30/14,m,DD03342,DD04978,DD04894,DD04978
4/13/66,m,DD03343,DD11408,NA,NA
9/20/14,m,DD03344,DD05505,DD04879,DD05505
2009-03-14,m,DD03345,DD00422,DD04879,DD00422
2010-06-14,m,DD03346,DD03179,DD04107,DD03179
8/18/14,m,DD03347,DD00026,DD03464,DD00026
2010-01-14,f,DD03348,DD01447,DD01750,DD01447
2009-07-14,f,DD03349,DD04406,DD00885,DD04406
2009-02-14,m,DD03350,DD01489,DD03728,DD01489
8/13/14,m,DD03351,DD03731,DD05487,DD03731
9/25/14,m,DD03352,DD00361,DD00811,DD00361
8/30/14,f,DD03353,DD02589,DD00583,DD02589
4/6/67,m,DD03354,DD10975,NA,NA
8/15/15,f,DD03355,DD01779,DD00389,DD01779
2007-07-15,m,DD03356,DD01452,DD05268,DD01452
2008-03-15,f,DD03357,DD03128,DD02505,DD03128
8/19/15,f,DD03358,DD02554,DD04910,DD02554
8/29/15,f,DD03359,DD01930,DD05484,DD01930
2011-05-15,m,DD03360,DD01412,DD00741,DD01412
8/29/15,f,DD03361,DD03733,DD00367,DD03733
7/17/15,m,DD03362,DD01510,DD02623,DD01510
2008-06-15,m,DD03363,DD01335,DD01952,DD01335
8/29/15,f,DD03364,DD04296,DD00583,DD04296
2009-12-15,m,DD03365,DD01971,DD00811,DD01971
8/23/15,m,DD03366,DD03001,DD05362,DD03001
8/24/15,m,DD03367,DD00117,DD00048,DD00117
2009-02-15,f,DD03368,DD01431,DD00811,DD01431
2009-06-15,f,DD03369,DD03724,DD01416,DD03724
2007-04-15,m,DD03370,DD02673,DD02295,DD02673
7/28/15,m,DD03371,DD02004,DD01466,DD02004
2010-03-15,f,DD03372,DD02576,DD01461,DD02576
8/26/15,f,DD03373,DD05505,DD01252,DD05505
7/28/15,m,DD03374,DD02945,DD00641,DD02945
5/11/67,f,DD03375,DD11893,NA,NA
7/15/17,m,DD03376,DD01485,DD01530,DD01485
7/26/16,m,DD03377,DD04923,DD00367,DD04923
7/14/16,m,DD03378,DD04883,DD03804,DD04883
2008-02-16,f,DD03379,DD05041,DD03241,DD05041
2010-07-17,m,DD03380,DD04883,DD02657,DD04883
2011-11-17,m,DD03381,DD02930,DD05487,DD02930
7/31/16,m,DD03382,DD05494,DD01483,DD05494
7/20/16,m,DD03383,DD04928,DD03229,DD04928
9/19/16,m,DD03384,DD04288,DD03804,DD04288
2007-11-17,m,DD03385,DD03885,DD00147,DD03885
3/11/67,m,DD03386,DD00239,NA,NA
2007-06-16,m,DD03387,DD05008,DD02055,DD05008
2006-04-17,m,DD03388,DD00340,DD03214,DD00340
7/27/16,m,DD03389,DD01504,DD03195,DD01504
7/16/16,f,DD03390,DD00908,DD01470,DD00908
7/19/17,f,DD03391,DD03243,DD00409,DD03243
7/31/16,f,DD03392,DD00876,DD04356,DD00876
2006-06-16,f,DD03393,DD00400,DD02657,DD00400
8/14/16,m,DD03394,DD03818,DD03226,DD03818
7/31/17,f,DD03395,DD00796,DD03804,DD00796
2009-12-17,F,DD03396,DD04308,DD04894,DD04308
4/3/67,m,DD03397,DD10973,NA,NA
2006-10-17,f,DD03398,DD03847,DD01497,DD03847
2006-06-17,m,DD03399,DD01452,DD01406,DD01452
9/24/17,M,DD03400,DD04227,DD00346,DD04227
8/24/16,f,DD03401,DD02677,DD02052,DD02677
6/26/17,m,DD03402,DD03437,DD00842,DD03437
7/15/17,f,DD03403,DD04833,DD01497,DD04833
2007-09-17,f,DD03404,DD02030,DD04986,DD02030
8/13/17,m,DD03405,DD01999,DD01486,DD01999
6/24/17,m,DD03406,DD02711,DD04986,DD02711
6/26/17,m,DD03407,DD05421,DD04304,DD05421
1/1/38,f,DD03408,NA,NA,NA
2/20/74,m,DD03409,DD01667,NA,NA
3/22/74,f,DD03410,DD01721,NA,NA
4/13/74,m,DD03411,DD12293,NA,NA
3/8/74,f,DD03412,DD04979,NA,NA
3/7/74,f,DD03413,DD02146,NA,NA
5/7/74,m,DD03414,DD02458,NA,NA
2/8/74,f,DD03415,DD01295,NA,NA
3/17/74,m,DD03416,DD01662,NA,NA
3/27/74,m,DD03417,DD10998,NA,NA
4/3/74,m,DD03418,DD01691,NA,NA
1/26/93,m,DD03419,DD11599,DD09300,DD11599
12/21/93,m,DD03420,DD06919,DD05843,DD06919
1/21/94,m,DD03421,DD04785,DD06449,DD04785
2/28/95,m,DD03422,DD06678,DD06403,DD06678
2/9/96,m,DD03423,DD11300,DD07096,DD11300
1/9/96,f,DD03424,DD12323,DD10946,DD12323
1/3/97,m,DD03425,DD11214,DD11778,DD11214
2/8/97,m,DD03426,DD12100,DD11503,DD11937
12/7/97,f,DD03427,DD12356,DD12019,DD12356
12/24/98,m,DD03428,DD10953,DD11598,DD10953
12/5/98,f,DD03429,DD11080,DD05344,DD11080
12/26/99,m,DD03430,DD00039,DD12256,DD00039
12/25/99,m,DD03431,DD01704,DD12145,DD01704
12/25/00,m,DD03432,DD01852,DD04270,DD01852
12/7/00,f,DD03433,DD02315,DD01359,DD02315
2012-03-01,f,DD03434,DD03083,DD11003,DD03083
2012-01-02,m,DD03435,DD04090,DD03573,DD04090
11/17/02,m,DD03436,DD00570,DD01245,DD00570
11/26/03,f,DD03437,DD04212,DD04581,DD04212
11/13/04,f,DD03438,DD05445,DD11819,DD05445
2/11/74,m,DD03439,DD05680,NA,NA
3/24/74,m,DD03440,DD12371,NA,NA
4/21/74,f,DD03441,DD06959,NA,NA
4/22/74,f,DD03442,DD01820,NA,NA
4/21/74,m,DD03443,DD12056,NA,NA
2/19/74,f,DD03444,DD05528,NA,NA
4/3/74,f,DD03445,DD12196,NA,NA
3/11/74,f,DD03446,DD12260,NA,NA
3/4/74,f,DD03447,DD04364,NA,NA
3/9/74,m,DD03448,DD12057,NA,NA
1/21/93,f,DD03449,DD06763,NA,DD06763
12/17/93,m,DD03450,DD11492,DD07042,DD11492
1/14/94,f,DD03451,DD10952,NA,DD06218
3/11/95,m,DD03452,DD11475,DD06483,DD11475
2/5/96,m,DD03453,DD07078,DD10880,DD07078
1/16/96,m,DD03454,DD12118,NA,NA
1/31/97,m,DD03455,DD11300,DD10026,DD11300
2/17/97,m,DD03456,DD06383,DD06608,DD05398
3/16/98,m,DD03457,DD11509,DD12019,DD00751
3/13/99,f,DD03458,DD11996,DD12019,DD11996
12/7/98,f,DD03459,DD10865,DD12141,DD10865
12/27/99,m,DD03460,DD12335,DD12019,DD12335
2/8/00,f,DD03461,DD06577,DD12145,DD06577
12/16/00,m,DD03462,DD12114,DD01238,DD12114
12/6/00,f,DD03463,DD05226,DD05163,DD05226
12/15/01,m,DD03464,DD00218,DD02403,DD00218
12/17/02,m,DD03465,DD11194,DD02866,DD11194
2012-03-02,m,DD03466,DD11691,DD12024,DD11691
2001-09-04,m,DD03467,DD03634,DD12261,DD03634
2011-09-04,M,DD03468,DD11728,DD05344,DD11728
3/2/74,m,DD03469,DD01175,NA,NA
3/16/74,m,DD03470,DD05801,NA,NA
4/28/74,m,DD03471,DD01876,NA,NA
4/9/74,m,DD03472,DD05561,NA,NA
4/25/74,f,DD03473,DD02401,NA,NA
4/10/74,f,DD03474,DD11231,NA,NA
2/27/74,m,DD03475,DD11883,NA,NA
4/4/74,f,DD03476,DD11901,NA,NA
2/3/74,m,DD03477,DD12200,NA,NA
3/27/74,f,DD03478,DD00180,NA,NA
4/8/93,m,DD03479,DD11465,DD06403,DD11465
1/20/94,m,DD03480,DD07078,NA,DD07078
1/30/94,m,DD03481,DD10085,DD11503,DD10085
1/20/95,m,DD03482,DD12033,DD11199,DD12033
1/23/96,m,DD03483,DD11715,DD11168,DD11715
1/6/96,m,DD03484,DD01701,DD10872,DD01701
2/1/97,m,DD03485,DD12357,DD06764,DD12357
12/25/96,f,DD03486,DD11475,DD07092,DD11475
1/1/98,m,DD03487,DD12172,DD11445,DD12172
1/29/99,m,DD03488,DD11790,DD12181,DD11790
2/23/99,m,DD03489,DD12108,DD11717,DD12108
12/18/99,f,DD03490,DD11606,DD12167,DD11606
1/9/00,f,DD03491,DD03693,DD00752,DD03693
1/24/01,f,DD03492,DD12306,DD02524,DD12306
11/29/00,m,DD03493,DD00733,DD11081,DD00733
2001-06-02,f,DD03494,DD12306,DD12300,DD12306
2001-07-03,f,DD03495,DD11381,DD02255,DD11381
2/19/03,f,DD03496,DD12358,DD12024,DD12358
2012-04-03,f,DD03497,DD04239,DD04276,DD04239
2010-03-04,m,DD03498,DD05266,DD05290,DD00772
5/25/75,m,DD03499,DD02365,NA,NA
3/19/75,m,DD03500,DD01171,NA,NA
3/30/75,m,DD03501,DD02367,NA,NA
4/29/75,f,DD03502,DD02521,NA,NA
3/23/75,m,DD03503,DD06464,NA,NA
4/19/75,m,DD03504,DD01170,NA,NA
5/30/75,m,DD03505,DD02826,NA,NA
3/19/75,m,DD03506,DD01259,NA,NA
3/21/75,m,DD03507,DD02369,NA,NA
3/24/75,m,DD03508,DD04979,NA,NA
12/16/92,f,DD03509,DD06816,NA,NA
12/18/93,m,DD03510,DD11491,NA,DD11491
1/29/94,f,DD03511,DD12004,NA,NA
1/23/95,f,DD03512,DD12177,DD11294,DD12177
2/26/96,m,DD03513,DD10992,DD06483,DD10992
3/14/96,m,DD03514,DD12023,DD10989,DD12023
1/14/97,m,DD03515,DD11588,DD11441,DD11588
3/2/97,f,DD03516,DD04580,DD06708,DD04580
1/20/98,f,DD03517,DD00158,DD12181,DD00158
3/4/99,f,DD03518,DD11607,DD03018,DD11607
12/7/98,m,DD03519,DD12118,DD12145,DD12118
12/3/99,m,DD03520,DD11214,DD01732,DD11214
2/24/00,m,DD03521,DD11152,DD12145,DD11152
12/25/00,m,DD03522,DD11855,DD02524,DD11855
12/14/00,f,DD03523,DD03542,DD12349,DD03542
11/16/01,m,DD03524,DD01884,DD12145,DD01884
2012-11-02,m,DD03525,DD01208,DD11034,DD01208
12/15/02,f,DD03526,DD12340,DD12300,DD12340
2011-01-03,f,DD03527,DD04853,DD03423,DD04853
2011-04-04,m,DD03528,DD04188,DD04764,DD04188
4/9/75,m,DD03529,DD04968,NA,NA
4/24/75,m,DD03530,DD01350,NA,NA
3/24/75,m,DD03531,DD12074,NA,NA
3/5/75,f,DD03532,DD01663,NA,NA
4/27/75,f,DD03533,DD02280,NA,NA
3/28/75,m,DD03534,DD11308,NA,NA
2/28/75,f,DD03535,DD12234,DD11266,NA
5/17/75,m,DD03536,DD02860,NA,NA
7/14/75,m,DD03537,DD11552,NA,NA
4/6/75,f,DD03538,DD02274,NA,NA
4/17/93,f,DD03539,DD03687,DD06361,DD03687
12/29/93,m,DD03540,DD11607,DD11294,DD11607
12/28/93,f,DD03541,DD10945,NA,NA
4/8/95,f,DD03542,DD09466,NA,DD09466
2/15/96,f,DD03543,DD10953,DD05831,DD10953
2/20/96,m,DD03544,DD10952,DD11503,DD10952
1/26/97,f,DD03545,DD11572,DD11430,DD11572
12/22/97,m,DD03546,DD06383,DD07092,DD06383
12/21/98,f,DD03547,DD10992,NA,DD10992
12/18/98,m,DD03548,DD03630,DD00248,DD03630
1/13/00,f,DD03549,DD11855,DD02524,DD11855
2/17/00,f,DD03550,DD02839,DD05164,DD02839
12/17/00,f,DD03551,DD02841,DD03452,DD02841
12/11/00,f,DD03552,DD01942,DD04732,DD01942
2003-07-02,f,DD03553,DD02930,DD04001,DD02930
10/26/02,m,DD03554,DD03106,DD04001,DD03106
2004-11-03,f,DD03555,DD11304,DD12024,DD11304
2012-04-03,m,DD03556,DD01358,DD03573,DD01358
11/13/04,m,DD03557,DD03606,DD02351,DD03606
3/30/75,m,DD03558,DD05801,NA,NA
3/10/75,m,DD03559,DD05528,NA,NA
3/10/75,m,DD03560,DD04364,NA,NA
3/23/75,m,DD03561,DD02456,NA,NA
3/30/75,m,DD03562,DD12196,NA,NA
3/8/75,f,DD03563,DD01669,NA,NA
3/2/75,f,DD03564,DD11537,NA,NA
5/23/75,m,DD03565,DD10969,NA,NA
4/10/75,m,DD03566,DD02834,NA,NA
4/4/75,f,DD03567,DD02342,NA,NA
11/28/92,f,DD03568,DD11214,DD06483,DD11214
3/19/94,f,DD03569,DD05398,DD05808,DD05398
4/27/94,m,DD03570,DD10956,NA,DD10956
2/5/95,m,DD03571,DD12021,DD11294,DD12021
2/8/96,m,DD03572,DD12262,DD05831,DD12262
1/8/96,m,DD03573,DD06437,DD07092,DD06437
3/2/97,f,DD03574,DD11194,DD11128,DD11194
1/28/97,m,DD03575,DD01941,DD01177,DD01941
1/2/98,m,DD03576,DD09366,DD11670,DD09366
12/27/98,f,DD03577,DD11300,DD12037,DD11300
11/10/98,f,DD03578,DD11731,DD12145,DD11731
1/6/00,f,DD03579,DD12306,DD01703,DD12306
12/27/99,m,DD03580,DD02869,DD04270,DD02869
11/14/00,m,DD03581,DD11079,DD06940,DD11079
2003-06-01,m,DD03582,DD11728,NA,DD11728
2012-10-01,f,DD03583,DD02349,DD11081,DD02349
11/14/02,f,DD03584,DD12096,DD04732,DD12096
2011-01-02,m,DD03585,DD02435,DD01328,DD02435
12/20/03,m,DD03586,DD11668,DD03423,DD11668
10/17/04,f,DD03587,DD02986,DD02255,DD02986
3/15/75,f,DD03588,DD02060,NA,NA
2/12/75,m,DD03589,DD02335,NA,NA
3/23/75,m,DD03590,DD11901,NA,NA
2/26/75,m,DD03591,DD01235,NA,NA
3/20/75,m,DD03592,DD02247,NA,NA
2/4/75,f,DD03593,DD01320,NA,NA
4/23/75,m,DD03594,DD02334,NA,NA
1/10/75,m,DD03595,DD06915,NA,NA
3/14/75,f,DD03596,DD01295,NA,NA
2/25/75,m,DD03597,DD11891,NA,NA
12/1/92,m,DD03598,DD11149,NA,NA
12/18/93,m,DD03599,DD11214,DD10047,DD11214
12/28/93,f,DD03600,DD06546,DD07066,DD06546
3/22/95,m,DD03601,DD03627,DD07584,DD03627
1/8/96,m,DD03602,DD04785,DD11337,DD04785
2/2/96,m,DD03603,DD07878,DD06483,DD07878
1/15/97,m,DD03604,DD11174,DD09270,DD11174
2/1/97,m,DD03605,DD11774,DD11145,DD11774
1/4/98,f,DD03606,DD04611,DD01298,DD04611
1/9/99,m,DD03607,DD00039,DD11156,DD00039
2/8/99,m,DD03608,DD06562,DD11717,DD06562
11/22/99,f,DD03609,DD06607,DD02524,DD06607
11/3/99,f,DD03610,DD06666,DD06665,DD06666
2/18/01,f,DD03611,DD11076,DD06940,DD11076
12/26/00,f,DD03612,DD05314,DD03450,DD05314
2011-03-01,f,DD03613,DD01792,DD06665,DD01792
11/22/02,m,DD03614,DD01942,DD03455,DD01942
12/15/02,f,DD03615,DD00609,DD11437,DD00609
2011-05-03,f,DD03616,DD01091,DD03423,DD01091
11/13/04,m,DD03617,DD11214,DD11740,DD11214
2/24/75,f,DD03618,DD02336,NA,NA
3/26/75,f,DD03619,DD02248,NA,NA
2/7/75,f,DD03620,DD06595,NA,NA
3/11/75,f,DD03621,DD05845,NA,NA
3/30/75,f,DD03622,DD01698,NA,NA
3/20/75,m,DD03623,DD02146,NA,NA
3/27/75,f,DD03624,DD12056,NA,NA
5/27/75,f,DD03625,DD02397,NA,NA
4/12/75,f,DD03626,DD02454,NA,DD02454
3/16/75,f,DD03627,DD00792,NA,NA
1/26/93,f,DD03628,DD05814,DD09300,DD05814
1/29/94,m,DD03629,DD03627,NA,NA
1/18/94,f,DD03630,DD07047,DD04051,DD07047
2/9/95,m,DD03631,DD10952,DD11128,DD10952
2/12/96,f,DD03632,DD12012,DD11598,DD12012
1/31/96,f,DD03633,DD06484,DD11445,NA
2/1/97,f,DD03634,DD10992,DD09264,DD10992
4/6/97,m,DD03635,DD11731,DD10872,DD11731
12/8/97,m,DD03636,DD10945,DD12019,DD10945
11/30/98,m,DD03637,DD00099,DD12261,DD00099
11/26/98,m,DD03638,DD01941,DD04761,DD01941
11/2/99,m,DD03639,DD10949,DD12251,DD10949
11/11/99,f,DD03640,DD11458,DD11794,DD11458
12/10/00,f,DD03641,DD01763,DD11778,DD01763
2/18/01,m,DD03642,DD11085,DD06665,DD11085
2011-04-01,m,DD03643,DD11455,DD01761,DD11455
11/21/02,f,DD03644,DD12126,DD00073,DD12126
2012-04-02,f,DD03645,DD11756,DD04823,NA
11/15/03,f,DD03646,DD04640,DD00221,DD04640
2012-07-04,m,DD03647,DD01123,DD01677,DD01123
3/17/75,m,DD03648,DD02304,NA,NA
4/20/75,f,DD03649,DD01876,NA,NA
3/10/75,f,DD03650,DD02370,NA,NA
3/27/75,f,DD03651,DD01691,NA,NA
4/29/75,f,DD03652,DD05680,NA,NA
3/4/75,f,DD03653,DD01348,NA,NA
4/13/75,f,DD03654,DD12293,NA,NA
5/21/75,m,DD03655,DD02399,NA,NA
5/16/75,f,DD03656,DD01820,NA,NA
5/15/75,m,DD03657,DD11883,NA,NA
12/26/92,f,DD03658,DD10996,NA,NA
1/6/94,m,DD03659,DD10995,NA,DD10995
1/19/94,f,DD03660,DD06562,DD09253,DD06562
2/23/95,m,DD03661,DD11607,DD11294,DD11607
3/5/96,m,DD03662,DD11937,DD11503,DD11937
1/10/96,m,DD03663,DD11452,DD11736,DD11452
1/29/97,f,DD03664,DD01358,DD11128,DD01358
1/14/97,m,DD03665,DD11959,DD06528,DD11959
12/14/97,m,DD03666,DD06816,DD12181,DD06816
7/2/98,f,DD03667,DD10883,DD10880,DD10883
12/3/98,f,DD03668,DD11452,DD04731,DD11452
1/21/00,m,DD03669,DD11790,DD11598,DD11790
12/2/99,m,DD03670,DD10933,DD04731,DD10933
2/13/01,m,DD03671,DD11304,DD04209,DD11304
12/19/00,f,DD03672,DD05433,DD12261,DD05433
2012-01-01,f,DD03673,DD07047,DD01761,DD07047
12/24/02,m,DD03674,DD12184,DD03455,DD12184
11/19/02,f,DD03675,DD03020,DD00073,DD03020
2001-03-04,f,DD03676,DD11300,DD00571,DD11300
10/17/04,m,DD03677,DD02995,DD11851,DD02995
5/16/75,m,DD03678,DD11231,NA,NA
4/21/75,f,DD03679,DD02856,NA,NA
4/30/75,f,DD03680,DD02455,NA,NA
5/9/75,f,DD03681,DD02251,NA,NA
3/23/75,m,DD03682,DD01811,NA,NA
3/27/75,f,DD03683,DD01811,NA,NA
5/4/75,f,DD03684,DD12371,NA,NA
5/7/75,f,DD03685,DD10998,NA,NA
3/2/75,f,DD03686,DD01324,NA,NA
3/22/75,f,DD03687,DD02341,NA,NA
4/23/93,m,DD03688,DD03681,NA,NA
1/11/94,m,DD03689,DD11602,NA,DD11602
1/1/94,f,DD03690,DD11725,DD10872,DD11725
2/4/95,m,DD03691,DD11938,DD10026,DD11938
2/7/96,m,DD03692,DD06383,DD06786,DD06383
1/11/96,f,DD03693,DD11152,DD11213,DD11152
1/12/97,m,DD03694,DD12329,DD06449,DD12329
3/30/97,f,DD03695,DD07009,DD10872,DD07009
4/13/98,m,DD03696,DD09571,DD11598,DD09571
2/4/99,m,DD03697,DD01358,DD12037,DD01358
1/22/99,m,DD03698,DD12344,DD12328,DD12344
11/21/99,m,DD03699,DD05253,DD11778,DD05253
12/6/99,m,DD03700,DD06478,NA,NA
1/18/01,f,DD03701,DD06478,DD11353,DD06478
1/17/01,f,DD03702,DD06411,DD04270,DD06411
2011-09-01,m,DD03703,DD04035,DD10875,DD04035
12/25/02,m,DD03704,DD11668,DD03423,DD11668
